过账日期,工厂编码,物料编码,物料品牌,物料类型,物料品类,库存量
2019-02-24,2004,1029,5001,3002,4006,29.00000000000001
2019-02-24,2004,1031,5001,3002,4010,48.38
2019-02-24,2004,1034,5001,3002,4009,10.26
2019-02-24,2004,1037,5001,3002,4002,95.08000000000004
2019-02-24,2004,1038,5001,3002,4006,6.280000000000001
2019-02-24,2004,1040,5001,3002,4014,2.160000000000001
2019-02-24,2004,1041,5001,3002,4014,0.16
2019-02-24,2004,1042,5001,3002,4006,9.280000000000003
2019-02-24,2004,1044,5001,3002,4008,20.489999999999988
2019-02-24,2004,1048,5001,3002,4014,0.44
2019-02-24,2004,1051,5001,3002,4013,27.40999999999999
2019-02-24,2004,1053,5001,3002,4006,14.3
2019-02-24,2004,1054,5001,3002,4010,191.64000000000004
2019-02-24,2004,1060,5007,3002,4006,1.6700000000000002
2019-02-24,2004,1061,5007,3002,4005,22.35
2019-02-24,2004,1065,5007,3002,4010,9.71
2019-02-24,2004,1097,5001,3001,4003,1.04
2019-02-24,2004,1104,5001,3001,4018,9.65
2019-02-24,2004,1114,5001,3004,4020,0.05
2019-02-24,2004,1115,5001,3004,4021,0.07
2019-02-24,2004,1116,5001,3004,4019,0.12
2019-02-24,2004,1117,5001,3004,4020,0.1
2019-02-24,2004,1118,5001,3004,4021,0.77
2019-02-24,2004,1120,5001,3004,4020,0.24
2019-02-24,2005,1019,5000,3002,4014,1.84
2019-02-24,2005,1027,5001,3002,4014,4.399999999999994
2019-02-24,2005,1031,5001,3002,4010,11.6
2019-02-24,2005,1034,5001,3002,4009,3.88
2019-02-24,2005,1037,5001,3002,4002,77.16
2019-02-24,2005,1038,5001,3002,4006,15.78
2019-02-24,2005,1040,5001,3002,4014,0.35000000000000003
2019-02-24,2005,1042,5001,3002,4006,27.92
2019-02-24,2005,1044,5001,3002,4008,17.199999999999992
2019-02-24,2005,1048,5001,3002,4014,0.33
2019-02-24,2005,1051,5001,3002,4013,33.58000000000002
2019-02-24,2005,1053,5001,3002,4006,4.179999999999999
2019-02-24,2005,1054,5001,3002,4010,248.99000000000007
2019-02-24,2005,1125,5001,3003,4022,25.02
2019-02-24,2005,1207,5001,3000,4016,0.35
2019-02-24,2005,1208,5001,3000,4016,1.85
2019-02-24,2005,1222,5001,3000,4016,0.38
2019-02-24,2005,1225,5001,3000,4015,0.29
2019-02-24,2005,1226,5001,3000,4015,0.99
2019-02-24,2006,1027,5001,3002,4014,1.5500000000000005
2019-02-24,2006,1029,5001,3002,4006,10.82
2019-02-24,2006,1031,5001,3002,4010,16.849999999999998
2019-02-24,2006,1037,5001,3002,4002,4.32
2019-02-24,2006,1038,5001,3002,4006,0.29
2019-02-24,2006,1040,5001,3002,4014,0.17
2019-02-24,2006,1042,5001,3002,4006,3.2
2019-02-24,2006,1044,5001,3002,4008,5.719999999999999
2019-02-24,2006,1048,5001,3002,4014,0.12
2019-02-24,2006,1049,5001,3002,4014,0.02
2019-02-24,2006,1051,5001,3002,4013,10.48
2019-02-24,2006,1053,5001,3002,4006,4.479999999999999
2019-02-24,2006,1054,5001,3002,4010,79.87000000000002
2019-02-24,2006,1091,5010,3002,4010,11.42
2019-02-24,2006,1104,5001,3001,4018,2.58
2019-02-24,2006,1167,5001,3003,4023,2.24
2019-02-24,2006,1168,5001,3003,4023,0.3
2019-02-24,2006,1169,5001,3003,4023,49.98
2019-02-24,2006,1171,5001,3003,4023,6.81
2019-02-24,2007,1001,5000,3002,4006,1.94
2019-02-24,2007,1003,5000,3002,4005,7.3900000000000015
2019-02-24,2007,1010,5000,3002,4013,0.47
2019-02-24,2007,1012,5000,3002,4008,0.2
2019-02-24,2007,1027,5001,3002,4014,0.6800000000000003
2019-02-24,2007,1029,5001,3002,4006,1.26
2019-02-24,2007,1031,5001,3002,4010,123.37000000000003
2019-02-24,2007,1034,5001,3002,4009,13.080000000000002
2019-02-24,2007,1037,5001,3002,4002,24.52
2019-02-24,2007,1038,5001,3002,4006,24.26
2019-02-24,2007,1040,5001,3002,4014,1.0100000000000002
2019-02-24,2007,1042,5001,3002,4006,3.89
2019-02-24,2007,1044,5001,3002,4008,13.109999999999998
2019-02-24,2007,1051,5001,3002,4013,22.40000000000001
2019-02-24,2007,1054,5001,3002,4010,89.39000000000004
2019-02-24,2008,1000,5000,3002,4014,0.08
2019-02-24,2008,1001,5000,3002,4006,0.31
2019-02-24,2008,1003,5000,3002,4005,5.23
2019-02-24,2008,1010,5000,3002,4013,0.73
2019-02-24,2008,1012,5000,3002,4008,0.28
2019-02-24,2008,1027,5001,3002,4014,0.9900000000000004
2019-02-24,2008,1031,5001,3002,4010,83.91000000000003
2019-02-24,2008,1034,5001,3002,4009,4.950000000000001
2019-02-24,2008,1037,5001,3002,4002,5.39
2019-02-24,2008,1038,5001,3002,4006,25.19
2019-02-24,2008,1040,5001,3002,4014,3.2099999999999977
2019-02-24,2008,1044,5001,3002,4008,16.419999999999998
2019-02-24,2008,1045,5001,3002,4008,1.4600000000000002
2019-02-24,2008,1051,5001,3002,4013,18.359999999999992
2019-02-24,2008,1052,5001,3002,4013,1.61
2019-02-24,2008,1054,5001,3002,4010,96.15000000000003
2019-02-24,2008,1060,5007,3002,4006,1.63
2019-02-24,2008,1061,5007,3002,4005,30.25
2019-02-24,2008,1062,5007,3002,4014,0.04
2019-02-24,2008,1063,5007,3002,4008,1.1700000000000002
2019-02-24,2008,1066,5007,3002,4013,1.9100000000000008
2019-02-24,2008,1083,5010,3002,4008,1.4
2019-02-24,2008,1089,5010,3002,4013,1.79
2019-02-24,2008,1091,5010,3002,4010,81.41
2019-02-24,2009,1027,5001,3002,4014,0.09
2019-02-24,2009,1029,5001,3002,4006,0.36
2019-02-24,2009,1031,5001,3002,4010,16.419999999999998
2019-02-24,2009,1034,5001,3002,4009,7.449999999999998
2019-02-24,2009,1037,5001,3002,4002,5.050000000000002
2019-02-24,2009,1038,5001,3002,4006,6.5
2019-02-24,2009,1040,5001,3002,4014,0.5700000000000002
2019-02-24,2009,1044,5001,3002,4008,5.81
2019-02-24,2009,1051,5001,3002,4013,11.05
2019-02-24,2009,1054,5001,3002,4010,44.74
2019-02-24,2009,1091,5010,3002,4010,3.14
2019-02-24,2009,1125,5001,3003,4022,10.82
2019-02-24,2009,1157,5001,3003,4012,9.749999999999998
2019-02-24,2009,1159,5001,3003,4001,82.22999999999998
2019-02-24,2010,1000,5000,3002,4014,0.07999999999999999
2019-02-24,2010,1001,5000,3002,4006,4.17
2019-02-24,2010,1003,5000,3002,4005,34.50000000000001
2019-02-24,2010,1010,5000,3002,4013,2.97
2019-02-24,2010,1014,5000,3002,4008,2.140000000000001
2019-02-24,2010,1027,5001,3002,4014,2.4000000000000004
2019-02-24,2010,1029,5001,3002,4006,18.129999999999995
2019-02-24,2010,1031,5001,3002,4010,136.03999999999996
2019-02-24,2010,1033,5001,3002,4002,1.09
2019-02-24,2010,1034,5001,3002,4009,8.329999999999998
2019-02-24,2010,1037,5001,3002,4002,25.72000000000001
2019-02-24,2010,1038,5001,3002,4006,40.88
2019-02-24,2010,1040,5001,3002,4014,2.7099999999999986
2019-02-24,2010,1042,5001,3002,4006,8.339999999999996
2019-02-24,2010,1044,5001,3002,4008,40.52000000000001
2019-02-24,2010,1051,5001,3002,4013,65.10000000000004
2019-02-24,2010,1052,5001,3002,4013,4.24
2019-02-24,2010,1054,5001,3002,4010,358.42000000000013
2019-02-24,2010,1060,5007,3002,4006,2.05
2019-02-24,2010,1061,5007,3002,4005,21.31
2019-02-24,2010,1062,5007,3002,4014,0.01
2019-02-24,2010,1074,5010,3002,4010,5.1400000000000015
2019-02-24,2010,1077,5010,3002,4002,1.7100000000000002
2019-02-24,2010,1091,5010,3002,4010,17.39
2019-02-24,2010,1143,5010,3003,4011,15.38
2019-02-24,2010,1144,5010,3003,4000,18.26
2019-02-24,2010,1145,5010,3003,4000,99.77
2019-02-24,2010,1146,5010,3003,4000,6.749999999999999
2019-02-24,2010,1184,5010,3003,4012,6.16
2019-02-24,2010,1186,5010,3003,4001,158.74999999999997
2019-02-24,2011,1019,5000,3002,4014,0.25
2019-02-24,2011,1020,5000,3002,4006,0.07
2019-02-24,2011,1022,5000,3002,4008,2.91
2019-02-24,2011,1023,5000,3002,4013,1.26
2019-02-24,2011,1027,5001,3002,4014,4.789999999999998
2019-02-24,2011,1029,5001,3002,4006,64.21000000000001
2019-02-24,2011,1031,5001,3002,4010,162.16000000000003
2019-02-24,2011,1037,5001,3002,4002,117.65
2019-02-24,2011,1038,5001,3002,4006,73.85999999999999
2019-02-24,2011,1040,5001,3002,4014,5.409999999999995
2019-02-24,2011,1042,5001,3002,4006,75.52000000000002
2019-02-24,2011,1044,5001,3002,4008,29.59000000000001
2019-02-24,2011,1051,5001,3002,4013,17.640000000000004
2019-02-24,2011,1053,5001,3002,4006,27.40000000000001
2019-02-24,2011,1054,5001,3002,4010,663.29
2019-02-24,2011,1060,5007,3002,4006,6.39
2019-02-24,2011,1061,5007,3002,4005,18.27
2019-02-24,2011,1065,5007,3002,4010,7.0600000000000005
2019-02-24,2011,1074,5010,3002,4010,28.98
2019-02-24,2011,1077,5010,3002,4002,49.28999999999999
2019-02-24,2011,1078,5010,3002,4006,15.280000000000005
2019-02-24,2011,1080,5010,3002,4014,0.03
2019-02-24,2011,1090,5010,3002,4006,10.440000000000003
2019-02-24,2011,1091,5010,3002,4010,125.53000000000004
2019-02-24,2011,1098,5001,3001,4004,18.5
2019-02-24,2011,1099,5010,3001,4004,3.74
2019-02-24,2011,1100,5001,3001,4004,15.17
2019-02-24,2011,1101,5001,3001,4004,66.67
2019-02-24,2011,1102,5001,3001,4004,119.04000000000002
2019-02-24,2011,1103,5001,3001,4018,14.85
2019-02-24,2011,1104,5001,3001,4018,61.13000000000001
2019-02-24,2011,1106,5007,3001,4004,0.84
2019-02-24,2011,1107,5007,3001,4004,7.25
2019-02-24,2011,1108,5010,3001,4004,28.22
2019-02-24,2011,1109,5010,3001,4018,2.7500000000000004
2019-02-24,2011,1110,5010,3001,4018,27.649999999999995
2019-02-24,2011,1114,5001,3004,4020,0.01
2019-02-24,2011,1120,5001,3004,4020,0.03
2019-02-24,2011,1121,5001,3004,4020,0.29
2019-02-24,2012,1004,5000,3002,4005,0.95
2019-02-24,2012,1011,5000,3002,4013,0.88
2019-02-24,2012,1027,5001,3002,4014,1.86
2019-02-24,2012,1029,5001,3002,4006,19.94
2019-02-24,2012,1031,5001,3002,4010,78.23
2019-02-24,2012,1034,5001,3002,4009,23.87
2019-02-24,2012,1037,5001,3002,4002,43.92000000000001
2019-02-24,2012,1038,5001,3002,4006,23.879999999999995
2019-02-24,2012,1040,5001,3002,4014,0.5
2019-02-24,2012,1042,5001,3002,4006,7.6400000000000015
2019-02-24,2012,1044,5001,3002,4008,4.6
2019-02-24,2012,1051,5001,3002,4013,11.989999999999998
2019-02-24,2012,1054,5001,3002,4010,89.77000000000002
2019-02-24,2012,1061,5007,3002,4005,2.18
2019-02-24,2012,1104,5001,3001,4018,12.879999999999995
2019-02-24,2014,1138,5010,3003,4022,4.749999999999998
2019-02-24,2014,1139,5010,3003,4022,29.22
2019-02-24,2014,1140,5010,3003,4022,24.95
2019-02-24,2014,1141,5010,3003,4022,60.37000000000001
2019-02-24,2014,1174,5005,3003,4023,1.8400000000000003
2019-02-24,2014,1175,5005,3003,4001,58.90000000000001
2019-02-24,2014,1178,5005,3003,4023,64.82999999999998
2019-02-24,2014,1179,5005,3003,4023,149.02
2019-02-24,2014,1180,5005,3003,4023,19.300000000000004
2019-02-24,2014,1181,5005,3003,4023,379.58000000000015
2019-02-24,2014,1182,5005,3003,4023,40.41
2019-02-24,2014,1184,5010,3003,4012,3.1100000000000003
2019-02-24,2014,1186,5010,3003,4001,18.680000000000003
2019-02-24,2015,1003,5000,3002,4005,2.7500000000000004
2019-02-24,2015,1022,5000,3002,4008,0.15
2019-02-24,2015,1023,5000,3002,4013,0.94
2019-02-24,2015,1027,5001,3002,4014,1.4600000000000009
2019-02-24,2015,1037,5001,3002,4002,6.86
2019-02-24,2015,1045,5001,3002,4008,5.919999999999997
2019-02-24,2015,1052,5001,3002,4013,21.08
2019-02-24,2015,1053,5001,3002,4006,0.35000000000000003
2019-02-24,2015,1054,5001,3002,4010,85.69999999999997
2019-02-24,2015,1067,5008,3002,4013,13.7
2019-02-24,2015,1073,5010,3002,4006,4.6
2019-02-24,2015,1074,5010,3002,4010,29.78
2019-02-24,2015,1077,5010,3002,4002,6.889999999999999
2019-02-24,2015,1078,5010,3002,4006,3.9000000000000012
2019-02-24,2015,1081,5010,3002,4006,1.82
2019-02-24,2015,1083,5010,3002,4008,5.769999999999995
2019-02-24,2015,1089,5010,3002,4013,22.699999999999992
2019-02-24,2015,1090,5010,3002,4006,2.1
2019-02-24,2015,1091,5010,3002,4010,127.37
2019-03-24,2000,1001,5000,3002,4006,2.33
2019-03-24,2000,1003,5000,3002,4005,34.620000000000005
2019-03-24,2000,1006,5000,3002,4009,15.969999999999995
2019-03-24,2000,1010,5000,3002,4013,3.69
2019-03-24,2000,1014,5000,3002,4008,2.28
2019-03-24,2000,1019,5000,3002,4014,0.03
2019-03-24,2000,1020,5000,3002,4006,0.29
2019-03-24,2000,1021,5000,3002,4006,1.0399999999999998
2019-03-24,2000,1027,5001,3002,4014,4.239999999999995
2019-03-24,2000,1029,5001,3002,4006,15.449999999999996
2019-03-24,2000,1031,5001,3002,4010,492.5999999999997
2019-03-24,2000,1033,5001,3002,4002,21.07
2019-03-24,2000,1034,5001,3002,4009,114.70000000000006
2019-03-24,2000,1035,5001,3002,4008,34.24000000000001
2019-03-24,2000,1037,5001,3002,4002,262.98000000000013
2019-03-24,2000,1038,5001,3002,4006,143.57999999999996
2019-03-24,2000,1040,5001,3002,4014,12.739999999999988
2019-03-24,2000,1042,5001,3002,4006,24.100000000000005
2019-03-24,2000,1044,5001,3002,4008,18.599999999999987
2019-03-24,2000,1045,5001,3002,4008,27.889999999999986
2019-03-24,2000,1048,5001,3002,4014,0.06000000000000001
2019-03-24,2000,1049,5001,3002,4014,0.31
2019-03-24,2000,1051,5001,3002,4013,43.19999999999999
2019-03-24,2000,1052,5001,3002,4013,110.04000000000008
2019-03-24,2000,1053,5001,3002,4006,15.15
2019-03-24,2000,1054,5001,3002,4010,1040.5999999999992
2019-03-24,2000,1061,5007,3002,4005,10.49
2019-03-24,2000,1067,5008,3002,4013,5.239999999999996
2019-03-24,2000,1074,5010,3002,4010,104.51
2019-03-24,2000,1077,5010,3002,4002,53.45000000000001
2019-03-24,2000,1089,5010,3002,4013,20.29
2019-03-24,2000,1091,5010,3002,4010,253.0600000000001
2019-03-24,2000,1143,5010,3003,4011,131.62
2019-03-24,2000,1144,5010,3003,4000,248.29000000000005
2019-03-24,2000,1145,5010,3003,4000,211.47
2019-03-24,2000,1146,5010,3003,4000,31.19
2019-03-24,2000,1154,5010,3003,4022,27.01
2019-03-24,2000,1156,5010,3003,4023,53.74
2019-03-24,2000,1160,5001,3003,4001,2.7500000000000004
2019-03-24,2000,1184,5010,3003,4012,140.80999999999997
2019-03-24,2000,1186,5010,3003,4001,286.9699999999998
2019-03-24,2000,1194,5001,3000,4017,0.52
2019-03-24,2000,1201,5001,3000,4016,0.43
2019-03-24,2000,1209,5001,3000,4016,6.84
2019-03-24,2000,1214,5001,3000,4016,2.47
2019-03-24,2000,1218,5001,3000,4016,3.47
2019-03-24,2000,1222,5001,3000,4016,7.829999999999999
2019-03-24,2000,1230,5010,3000,4016,1.25
2019-03-24,2000,1238,5010,3000,4016,0.1
2019-03-24,2000,1239,5010,3000,4016,7.0600000000000005
2019-03-24,2000,1240,5010,3000,4016,1.7700000000000002
2019-03-24,2000,1241,5010,3000,4016,4.0
2019-03-24,2000,1242,5010,3000,4016,0.6900000000000002
2019-03-24,2000,1264,5001,3000,4016,9.79
2019-03-24,2000,1272,5012,3000,4016,0.88
2019-03-24,2001,1000,5000,3002,4014,1.3900000000000003
2019-03-24,2001,1001,5000,3002,4006,16.45
2019-03-24,2001,1003,5000,3002,4005,321.2500000000001
2019-03-24,2001,1006,5000,3002,4009,30.98
2019-03-24,2001,1010,5000,3002,4013,16.339999999999996
2019-03-24,2001,1012,5000,3002,4008,10.7
2019-03-24,2001,1016,5000,3002,4013,1.98
2019-03-24,2001,1019,5000,3002,4014,1.7899999999999998
2019-03-24,2001,1020,5000,3002,4006,12.82
2019-03-24,2001,1021,5000,3002,4006,11.88
2019-03-24,2001,1027,5001,3002,4014,1.6700000000000004
2019-03-24,2001,1029,5001,3002,4006,7.11
2019-03-24,2001,1031,5001,3002,4010,59.850000000000016
2019-03-24,2001,1034,5001,3002,4009,56.43
2019-03-24,2001,1036,5001,3002,4007,0.15
2019-03-24,2001,1037,5001,3002,4002,54.09
2019-03-24,2001,1038,5001,3002,4006,32.57000000000001
2019-03-24,2001,1040,5001,3002,4014,2.71
2019-03-24,2001,1041,5001,3002,4014,4.57
2019-03-24,2001,1045,5001,3002,4008,24.129999999999992
2019-03-24,2001,1048,5001,3002,4014,0.13
2019-03-24,2001,1049,5001,3002,4014,1.6100000000000003
2019-03-24,2001,1052,5001,3002,4013,36.68999999999996
2019-03-24,2001,1053,5001,3002,4006,5.670000000000001
2019-03-24,2001,1054,5001,3002,4010,382.8900000000003
2019-03-24,2001,1060,5007,3002,4006,0.7999999999999999
2019-03-24,2001,1061,5007,3002,4005,4.84
2019-03-24,2001,1062,5007,3002,4014,0.11
2019-03-24,2001,1063,5007,3002,4008,0.55
2019-03-24,2001,1066,5007,3002,4013,1.6800000000000002
2019-03-24,2001,1083,5010,3002,4008,1.4200000000000002
2019-03-24,2001,1089,5010,3002,4013,2.71
2019-03-24,2001,1091,5010,3002,4010,59.99
2019-03-24,2001,1096,5001,3001,4003,7.169999999999997
2019-03-24,2001,1112,5001,3004,4019,0.09
2019-03-24,2001,1113,5001,3004,4021,4.13
2019-03-24,2001,1114,5001,3004,4020,2.5200000000000005
2019-03-24,2001,1115,5001,3004,4021,0.8300000000000001
2019-03-24,2001,1116,5001,3004,4019,1.27
2019-03-24,2001,1117,5001,3004,4020,0.41
2019-03-24,2001,1118,5001,3004,4021,3.1
2019-03-24,2001,1119,5001,3004,4020,0.2
2019-03-24,2001,1120,5001,3004,4020,0.69
2019-03-24,2001,1121,5001,3004,4020,3.4099999999999997
2019-03-24,2001,1157,5001,3003,4012,17.290000000000006
2019-03-24,2001,1159,5001,3003,4001,114.98999999999994
2019-03-24,2001,1167,5001,3003,4023,0.87
2019-03-24,2001,1169,5001,3003,4023,82.63
2019-03-24,2001,1171,5001,3003,4023,61.90000000000001
2019-03-24,2001,1218,5001,3000,4016,0.03
2019-03-24,2001,1263,5001,3000,4015,0.64
2019-03-24,2002,1000,5000,3002,4014,0.11
2019-03-24,2002,1001,5000,3002,4006,12.85
2019-03-24,2002,1003,5000,3002,4005,27.68
2019-03-24,2002,1007,5000,3002,4009,9.1
2019-03-24,2002,1010,5000,3002,4013,1.68
2019-03-24,2002,1012,5000,3002,4008,0.79
2019-03-24,2002,1024,5000,3002,4007,0.6200000000000001
2019-03-24,2002,1027,5001,3002,4014,1.48
2019-03-24,2002,1029,5001,3002,4006,9.369999999999996
2019-03-24,2002,1031,5001,3002,4010,138.25000000000003
2019-03-24,2002,1033,5001,3002,4002,12.1
2019-03-24,2002,1034,5001,3002,4009,54.459999999999994
2019-03-24,2002,1035,5001,3002,4008,9.849999999999998
2019-03-24,2002,1037,5001,3002,4002,150.27
2019-03-24,2002,1038,5001,3002,4006,72.78999999999998
2019-03-24,2002,1040,5001,3002,4014,6.449999999999997
2019-03-24,2002,1042,5001,3002,4006,19.740000000000006
2019-03-24,2002,1045,5001,3002,4008,27.75999999999998
2019-03-24,2002,1047,5001,3002,4009,38.41
2019-03-24,2002,1048,5001,3002,4014,0.9700000000000004
2019-03-24,2002,1049,5001,3002,4014,2.69
2019-03-24,2002,1052,5001,3002,4013,51.31000000000002
2019-03-24,2002,1053,5001,3002,4006,17.869999999999994
2019-03-24,2002,1054,5001,3002,4010,491.51999999999975
2019-03-24,2002,1060,5007,3002,4006,0.48
2019-03-24,2002,1061,5007,3002,4005,75.91
2019-03-24,2002,1063,5007,3002,4008,1.96
2019-03-24,2002,1066,5007,3002,4013,5.2700000000000005
2019-03-24,2002,1067,5008,3002,4013,1.36
2019-03-24,2002,1070,5009,3002,4002,15.93
2019-03-24,2002,1071,5009,3002,4009,117.88000000000002
2019-03-24,2002,1077,5010,3002,4002,28.76000000000001
2019-03-24,2002,1083,5010,3002,4008,8.199999999999992
2019-03-24,2002,1089,5010,3002,4013,23.39
2019-03-24,2002,1090,5010,3002,4006,5.789999999999999
2019-03-24,2002,1091,5010,3002,4010,215.86
2019-03-24,2002,1184,5010,3003,4012,13.539999999999996
2019-03-24,2002,1186,5010,3003,4001,61.49999999999999
2019-03-24,2002,1191,5010,3003,4023,26.46
2019-03-24,2002,1257,5009,3002,4009,17.07
2019-03-24,2003,1025,5001,3002,4014,2.51
2019-03-24,2003,1026,5001,3002,4010,5.8100000000000005
2019-03-24,2003,1027,5001,3002,4014,4.999999999999997
2019-03-24,2003,1029,5001,3002,4006,30.24000000000001
2019-03-24,2003,1031,5001,3002,4010,57.33000000000001
2019-03-24,2003,1034,5001,3002,4009,24.17
2019-03-24,2003,1037,5001,3002,4002,141.9200000000001
2019-03-24,2003,1038,5001,3002,4006,30.03000000000001
2019-03-24,2003,1039,5001,3002,4005,9.35
2019-03-24,2003,1040,5001,3002,4014,5.819999999999999
2019-03-24,2003,1042,5001,3002,4006,65.03999999999999
2019-03-24,2003,1045,5001,3002,4008,17.429999999999982
2019-03-24,2003,1048,5001,3002,4014,0.9800000000000002
2019-03-24,2003,1049,5001,3002,4014,0.96
2019-03-24,2003,1052,5001,3002,4013,18.150000000000006
2019-03-24,2003,1053,5001,3002,4006,41.810000000000024
2019-03-24,2003,1054,5001,3002,4010,515.0300000000003
2019-03-24,2003,1077,5010,3002,4002,6.58
2019-03-24,2003,1091,5010,3002,4010,55.45
2019-03-24,2003,1103,5001,3001,4018,4.15
2019-03-24,2003,1104,5001,3001,4018,19.16
2019-03-24,2003,1114,5001,3004,4020,1.61
2019-03-24,2003,1121,5001,3004,4020,0.19
2019-03-24,2003,1168,5001,3003,4023,5.65
2019-03-24,2003,1191,5010,3003,4023,74.46000000000002
2019-03-24,2003,1207,5001,3000,4016,1.08
2019-03-24,2003,1219,5001,3000,4016,0.6699999999999999
2019-03-24,2003,1224,5001,3000,4015,1.63
2019-03-24,2003,1225,5001,3000,4015,4.44
2019-03-24,2003,1226,5001,3000,4015,3.5
2019-03-24,2003,1227,5001,3000,4015,2.4
2019-03-24,2003,1231,5010,3000,4015,2.71
2019-03-24,2003,1232,5010,3000,4015,2.7700000000000005
2019-03-24,2003,1233,5010,3000,4015,4.28
2019-03-24,2003,1234,5010,3000,4015,0.46
2019-03-24,2003,1235,5010,3000,4015,1.95
2019-03-24,2003,1236,5010,3000,4015,4.72
2019-03-24,2003,1237,5010,3000,4015,17.0
2019-03-24,2003,1268,5001,3000,4015,1.05
2019-03-24,2003,1295,5010,3003,4023,16.599999999999998
2019-03-24,2003,1296,5010,3003,4023,13.12
2019-03-24,2004,1000,5000,3002,4014,1.7800000000000005
2019-03-24,2004,1001,5000,3002,4006,7.29
2019-03-24,2004,1004,5000,3002,4005,12.999999999999998
2019-03-24,2004,1008,5000,3002,4009,2.43
2019-03-24,2004,1011,5000,3002,4013,0.29
2019-03-24,2004,1013,5000,3002,4008,0.6100000000000001
2019-03-24,2004,1026,5001,3002,4010,10.560000000000002
2019-03-24,2004,1027,5001,3002,4014,4.019999999999999
2019-03-24,2004,1029,5001,3002,4006,21.1
2019-03-24,2004,1031,5001,3002,4010,33.36000000000001
2019-03-24,2004,1034,5001,3002,4009,9.19
2019-03-24,2004,1037,5001,3002,4002,142.63999999999996
2019-03-24,2004,1038,5001,3002,4006,38.750000000000014
2019-03-24,2004,1039,5001,3002,4005,14.26
2019-03-24,2004,1040,5001,3002,4014,7.059999999999996
2019-03-24,2004,1041,5001,3002,4014,3.73
2019-03-24,2004,1042,5001,3002,4006,13.489999999999998
2019-03-24,2004,1045,5001,3002,4008,26.719999999999995
2019-03-24,2004,1048,5001,3002,4014,2.18
2019-03-24,2004,1049,5001,3002,4014,2.6199999999999988
2019-03-24,2004,1052,5001,3002,4013,36.369999999999976
2019-03-24,2004,1053,5001,3002,4006,32.0
2019-03-24,2004,1054,5001,3002,4010,194.5600000000001
2019-03-24,2004,1060,5007,3002,4006,3.54
2019-03-24,2004,1061,5007,3002,4005,45.53
2019-03-24,2004,1062,5007,3002,4014,0.19
2019-03-24,2004,1063,5007,3002,4008,1.7100000000000002
2019-03-24,2004,1065,5007,3002,4010,12.580000000000002
2019-03-24,2004,1066,5007,3002,4013,3.92
2019-03-24,2004,1077,5010,3002,4002,11.619999999999996
2019-03-24,2004,1078,5010,3002,4006,11.53
2019-03-24,2004,1081,5010,3002,4006,2.69
2019-03-24,2004,1085,5010,3002,4014,0.12
2019-03-24,2004,1086,5010,3002,4014,0.08
2019-03-24,2004,1090,5010,3002,4006,2.9200000000000004
2019-03-24,2004,1091,5010,3002,4010,15.480000000000002
2019-03-24,2004,1097,5001,3001,4003,2.49
2019-03-24,2004,1104,5001,3001,4018,27.31
2019-03-24,2004,1105,5007,3001,4003,0.06
2019-03-24,2004,1110,5010,3001,4018,1.36
2019-03-24,2004,1113,5001,3004,4021,2.67
2019-03-24,2004,1114,5001,3004,4020,3.850000000000001
2019-03-24,2004,1115,5001,3004,4021,0.2
2019-03-24,2004,1116,5001,3004,4019,1.39
2019-03-24,2004,1117,5001,3004,4020,0.54
2019-03-24,2004,1118,5001,3004,4021,0.67
2019-03-24,2004,1119,5001,3004,4020,1.79
2019-03-24,2004,1120,5001,3004,4020,1.11
2019-03-24,2004,1121,5001,3004,4020,2.3
2019-03-24,2005,1004,5000,3002,4005,38.93
2019-03-24,2005,1011,5000,3002,4013,6.749999999999999
2019-03-24,2005,1015,5000,3002,4008,7.8599999999999985
2019-03-24,2005,1019,5000,3002,4014,2.7099999999999995
2019-03-24,2005,1020,5000,3002,4006,2.04
2019-03-24,2005,1021,5000,3002,4006,1.83
2019-03-24,2005,1026,5001,3002,4010,194.74999999999991
2019-03-24,2005,1027,5001,3002,4014,3.419999999999998
2019-03-24,2005,1031,5001,3002,4010,47.30000000000002
2019-03-24,2005,1034,5001,3002,4009,46.77
2019-03-24,2005,1035,5001,3002,4008,5.75
2019-03-24,2005,1037,5001,3002,4002,171.71
2019-03-24,2005,1038,5001,3002,4006,61.42999999999999
2019-03-24,2005,1039,5001,3002,4005,20.809999999999995
2019-03-24,2005,1040,5001,3002,4014,8.76999999999999
2019-03-24,2005,1042,5001,3002,4006,65.35000000000001
2019-03-24,2005,1045,5001,3002,4008,30.34000000000001
2019-03-24,2005,1048,5001,3002,4014,2.42
2019-03-24,2005,1049,5001,3002,4014,0.5299999999999999
2019-03-24,2005,1052,5001,3002,4013,65.96000000000001
2019-03-24,2005,1053,5001,3002,4006,34.40000000000002
2019-03-24,2005,1054,5001,3002,4010,406.35000000000014
2019-03-24,2005,1060,5007,3002,4006,1.4500000000000002
2019-03-24,2005,1061,5007,3002,4005,19.730000000000004
2019-03-24,2005,1063,5007,3002,4008,4.57
2019-03-24,2005,1065,5007,3002,4010,49.46000000000001
2019-03-24,2005,1066,5007,3002,4013,10.39
2019-03-24,2005,1077,5010,3002,4002,14.74
2019-03-24,2005,1090,5010,3002,4006,0.31000000000000005
2019-03-24,2005,1091,5010,3002,4010,15.450000000000005
2019-03-24,2005,1104,5001,3001,4018,0.68
2019-03-24,2005,1120,5001,3004,4020,0.06
